,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,Draft_Yr
182,2005 Draft Day Trades  Trades between teams sent and received  New York From Phoenix:  Nate Robinson  Quentin Richardson Phoenix From New York:  Kurt Thomas  Dijon Thompson Utah From Portland:  1st Round 3rd Pick of 2005 Draft Portland From Utah:  1st Round 6th Pick of 2005 Draft 1st Round 27th Pick of 2005 Draft Denver From Portland:  Linas Kleiza  Ricky Sanchez Portland From Denver:  Jarrett Jack Seattle From Memphis:  Future 2nd Round Pick (2006)  Future 2nd Round Pick (2007)  Cash Considerations Memphis From Seattle:  2nd Round 55th Pick of 2005 Draft Orlando From Cleveland:  Future 2nd Round Draft Pick (TBD) Cleveland From Orlando:  Martynas Andriuskevicius Orlando From Phoenix:  Marcin Gortat  Phoenix From Orlando:  Future Considerations,2005 Draft Day Trades,Trades between teams sent and received,New York,From Phoenix:  Nate Robinson  Quentin Richardson,Phoenix,From New York:  Kurt Thomas  Dijon Thompson,Utah,From Portland:  1st Round 3rd Pick of 2005 Draft,Portland,From Utah:  1st Round 6th Pick of 2005 Draft 1st Round 27th Pick of 2005 Draft,Denver,From Portland:  Linas Kleiza  Ricky Sanchez,Portland,From Denver:  Jarrett Jack,Seattle,From Memphis:  Future 2nd Round Pick (2006)  Future 2nd Round Pick (2007)  Cash Considerations,Memphis,From Seattle:  2nd Round 55th Pick of 2005 Draft,Orlando,From Cleveland:  Future 2nd Round Draft Pick (TBD),Cleveland,From Orlando:  Martynas Andriuskevicius,Orlando,From Phoenix:  Marcin Gortat,Phoenix,From Orlando:  Future Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
184,2005 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
185,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
186,New York,From Phoenix:  Nate Robinson  Quentin Richardson,Phoenix,From New York:  Kurt Thomas  Dijon Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
187,Utah,From Portland:  1st Round 3rd Pick of 2005 Draft,Portland,From Utah:  1st Round 6th Pick of 2005 Draft 1st Round 27th Pick of 2005 Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
188,Denver,From Portland:  Linas Kleiza  Ricky Sanchez,Portland,From Denver:  Jarrett Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
189,Seattle,From Memphis:  Future 2nd Round Pick (2006)  Future 2nd Round Pick (2007)  Cash Considerations,Memphis,From Seattle:  2nd Round 55th Pick of 2005 Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
190,Orlando,From Cleveland:  Future 2nd Round Draft Pick (TBD),Cleveland,From Orlando:  Martynas Andriuskevicius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
191,Orlando,From Phoenix:  Marcin Gortat,Phoenix,From Orlando:  Future Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
193,2006 Draft Day Trades  Trades between teams sent and receivedd  Portland From Chicago:  LaMarcus Aldridge  Future 2nd Round Pick (TBA)  Chicago From Portland:  Viktor Khryapa  Tyrus Thomas Boston From Portland:  Theo Ratliff  Sebastian Telfair  Future 2nd Round Pick (2008) Portland From Boston:  Raef LaFrentz  Dan Dickau  Randy Foye Chicago From Philadelphia:  Thabo Sefolosha Philadelphia From Chicago:  Rodney Carney Future 2nd Round Pick (2007)  Cash Considerations Dallas From LA Lakers:  Future 2nd Round Pick (TBA) LA Lakers From Dallas:  J.R. Pinnock Denver From Boston:  Future 2nd Round Pick (TBA) Memphis From Denver:  Leon Powe Houston From Orlando:  Lior Eliyahu Orlando From Houston:  Cash Considerations Indiana From Portland:  James White  Portland From Indiana:  Alexander Johnson Future 2nd Round Pick (TBA)  Future 2nd Round Pick (TBA) LA Lakers From Detroit:  Maurice Evans  Detroit From LA Lakers:  Cheikh Samb Memphis From Houston:  Rudy Gay  Houston From Memphis:  Stromile Swift Shane Battier Memphis From Portland:  Alexander Johnson  Portland From Memphis:  Future 2nd Round Pick (TBA) Milwaukee From San Antonio:  Damir Markota  Phoenix From Milwaukee:  Future 2nd Round Pick (TBA) Minnesota From Portland:  Randy Foye  Portland From Minnesota:  Brandon Roy Philadelphia From Minnesota:  Bobby Jones  Minnesota From Philadelphia:  Future 2nd ound Pick (TBA)  Cash Considerations Philadelphia From Toronto:  Edin Bavcic  Toronto From Philadelphia:  Cash Considerations Phoenix From Boston:  Future 1st Round Pick (TBA)  Boston From Phoenix:  Brian Grant  Rajon Rondo  Cash Considerations Phoenix From Portland:  Cash Considerations  Portland From Phoenix:  Sergio Rodriguez,2006 Draft Day Trades  Trades between teams sent and receivedd  Portland From Chicago:  LaMarcus Aldridge  Future 2nd Round Pick (TBA)  Chicago From Portland:  Viktor Khryapa  Tyrus Thomas Boston From Portland:  Theo Ratliff  Sebastian Telfair  Future 2nd Round Pick (2008) Portland From Boston:  Raef LaFrentz  Dan Dickau  Randy Foye Chicago From Philadelphia:  Thabo Sefolosha Philadelphia From Chicago:  Rodney Carney Future 2nd Round Pick (2007)  Cash Considerations Dallas From LA Lakers:  Future 2nd Round Pick (TBA) LA Lakers From Dallas:  J.R. Pinnock Denver From Boston:  Future 2nd Round Pick (TBA) Memphis From Denver:  Leon Powe Houston From Orlando:  Lior Eliyahu Orlando From Houston:  Cash Considerations Indiana From Portland:  James White  Portland From Indiana:  Alexander Johnson Future 2nd Round Pick (TBA)  Future 2nd Round Pick (TBA) LA Lakers From Detroit:  Maurice Evans  Detroit From LA Lakers:  Cheikh Samb Memphis From Houston:  Rudy Gay  Houston From Memphis:  Stromile Swift Shane Battier Memphis From Portland:  Alexander Johnson  Portland From Memphis:  Future 2nd Round Pick (TBA) Milwaukee From San Antonio:  Damir Markota  Phoenix From Milwaukee:  Future 2nd Round Pick (TBA) Minnesota From Portland:  Randy Foye  Portland From Minnesota:  Brandon Roy Philadelphia From Minnesota:  Bobby Jones  Minnesota From Philadelphia:  Future 2nd ound Pick (TBA)  Cash Considerations Philadelphia From Toronto:  Edin Bavcic  Toronto From Philadelphia:  Cash Considerations Phoenix From Boston:  Future 1st Round Pick (TBA)  Boston From Phoenix:  Brian Grant  Rajon Rondo  Cash Considerations Phoenix From Portland:  Cash Considerations  Portland From Phoenix:  Sergio Rodriguez,2006 Draft Day Trades,Trades between teams sent and receivedd,Portland,From Chicago:  LaMarcus Aldridge  Future 2nd Round Pick (TBA),Chicago,From Portland:  Viktor Khryapa  Tyrus Thomas,Boston,From Portland:  Theo Ratliff  Sebastian Telfair  Future 2nd Round Pick (2008),Portland,From Boston:  Raef LaFrentz  Dan Dickau  Randy Foye,Chicago,From Philadelphia:  Thabo Sefolosha,Philadelphia,From Chicago:  Rodney Carney Future 2nd Round Pick (2007)  Cash Considerations,Dallas,From LA Lakers:  Future 2nd Round Pick (TBA),LA Lakers,From Dallas:  J.R. Pinnock,Denver,From Boston:  Future 2nd Round Pick (TBA),Memphis,From Denver:  Leon Powe,Houston,From Orlando:  Lior Eliyahu,Orlando,From Houston:  Cash Considerations,Indiana,From Portland:  James White,Portland,From Indiana:  Alexander Johnson Future 2nd Round Pick (TBA)  Future 2nd Round Pick (TBA),LA Lakers,From Detroit:  Maurice Evans,Detroit,From LA Lakers:  Cheikh Samb,Memphis,From Houston:  Rudy Gay,Houston,From Memphis:  Stromile Swift Shane Battier,Memphis,From Portland:  Alexander Johnson,Portland,From Memphis:  Future 2nd Round Pick (TBA),Milwaukee,From San Antonio:  Damir Markota,Phoenix,From Milwaukee:  Future 2nd Round Pick (TBA),Minnesota,From Portland:  Randy Foye,Portland,From Minnesota:  Brandon Roy,Philadelphia,From Minnesota:  Bobby Jones,Minnesota,From Philadelphia:  Future 2nd ound Pick (TBA)  Cash Considerations,Philadelphia,From Toronto:  Edin Bavcic,Toronto,From Philadelphia:  Cash Considerations,Phoenix,From Boston:  Future 1st Round Pick (TBA),Boston,From Phoenix:  Brian Grant  Rajon Rondo  Cash Considerations,Phoenix,From Portland:  Cash Considerations,Portland,From Phoenix:  Sergio Rodriguez,2006
194,2006 Draft Day Trades  Trades between teams sent and receivedd  Portland From Chicago:  LaMarcus Aldridge  Future 2nd Round Pick (TBA)  Chicago From Portland:  Viktor Khryapa  Tyrus Thomas Boston From Portland:  Theo Ratliff  Sebastian Telfair  Future 2nd Round Pick (2008) Portland From Boston:  Raef LaFrentz  Dan Dickau  Randy Foye Chicago From Philadelphia:  Thabo Sefolosha Philadelphia From Chicago:  Rodney Carney Future 2nd Round Pick (2007)  Cash Considerations Dallas From LA Lakers:  Future 2nd Round Pick (TBA) LA Lakers From Dallas:  J.R. Pinnock Denver From Boston:  Future 2nd Round Pick (TBA) Memphis From Denver:  Leon Powe Houston From Orlando:  Lior Eliyahu Orlando From Houston:  Cash Considerations Indiana From Portland:  James White  Portland From Indiana:  Alexander Johnson Future 2nd Round Pick (TBA)  Future 2nd Round Pick (TBA) LA Lakers From Detroit:  Maurice Evans  Detroit From LA Lakers:  Cheikh Samb Memphis From Houston:  Rudy Gay  Houston From Memphis:  Stromile Swift Shane Battier Memphis From Portland:  Alexander Johnson  Portland From Memphis:  Future 2nd Round Pick (TBA) Milwaukee From San Antonio:  Damir Markota  Phoenix From Milwaukee:  Future 2nd Round Pick (TBA) Minnesota From Portland:  Randy Foye  Portland From Minnesota:  Brandon Roy Philadelphia From Minnesota:  Bobby Jones  Minnesota From Philadelphia:  Future 2nd ound Pick (TBA)  Cash Considerations Philadelphia From Toronto:  Edin Bavcic  Toronto From Philadelphia:  Cash Considerations Phoenix From Boston:  Future 1st Round Pick (TBA)  Boston From Phoenix:  Brian Grant  Rajon Rondo  Cash Considerations Phoenix From Portland:  Cash Considerations  Portland From Phoenix:  Sergio Rodriguez,2006 Draft Day Trades,Trades between teams sent and receivedd,Portland,From Chicago:  LaMarcus Aldridge  Future 2nd Round Pick (TBA),Chicago,From Portland:  Viktor Khryapa  Tyrus Thomas,Boston,From Portland:  Theo Ratliff  Sebastian Telfair  Future 2nd Round Pick (2008),Portland,From Boston:  Raef LaFrentz  Dan Dickau  Randy Foye,Chicago,From Philadelphia:  Thabo Sefolosha,Philadelphia,From Chicago:  Rodney Carney Future 2nd Round Pick (2007)  Cash Considerations,Dallas,From LA Lakers:  Future 2nd Round Pick (TBA),LA Lakers,From Dallas:  J.R. Pinnock,Denver,From Boston:  Future 2nd Round Pick (TBA),Memphis,From Denver:  Leon Powe,Houston,From Orlando:  Lior Eliyahu,Orlando,From Houston:  Cash Considerations,Indiana,From Portland:  James White,Portland,From Indiana:  Alexander Johnson Future 2nd Round Pick (TBA)  Future 2nd Round Pick (TBA),LA Lakers,From Detroit:  Maurice Evans,Detroit,From LA Lakers:  Cheikh Samb,Memphis,From Houston:  Rudy Gay,Houston,From Memphis:  Stromile Swift Shane Battier,Memphis,From Portland:  Alexander Johnson,Portland,From Memphis:  Future 2nd Round Pick (TBA),Milwaukee,From San Antonio:  Damir Markota,Phoenix,From Milwaukee:  Future 2nd Round Pick (TBA),Minnesota,From Portland:  Randy Foye,Portland,From Minnesota:  Brandon Roy,Philadelphia,From Minnesota:  Bobby Jones,Minnesota,From Philadelphia:  Future 2nd ound Pick (TBA)  Cash Considerations,Philadelphia,From Toronto:  Edin Bavcic,Toronto,From Philadelphia:  Cash Considerations,Phoenix,From Boston:  Future 1st Round Pick (TBA),Boston,From Phoenix:  Brian Grant  Rajon Rondo  Cash Considerations,Phoenix,From Portland:  Cash Considerations,Portland,From Phoenix:  Sergio Rodriguez,,2006
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
196,2006 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
197,Trades between teams sent and receivedd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
198,Portland,From Chicago:  LaMarcus Aldridge  Future 2nd Round Pick (TBA),Chicago,From Portland:  Viktor Khryapa  Tyrus Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
199,Boston,From Portland:  Theo Ratliff  Sebastian Telfair  Future 2nd Round Pick (2008),Portland,From Boston:  Raef LaFrentz  Dan Dickau  Randy Foye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
200,Chicago,From Philadelphia:  Thabo Sefolosha,Philadelphia,From Chicago:  Rodney Carney Future 2nd Round Pick (2007)  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
201,Dallas,From LA Lakers:  Future 2nd Round Pick (TBA),LA Lakers,From Dallas:  J.R. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
202,Denver,From Boston:  Future 2nd Round Pick (TBA),Memphis,From Denver:  Leon Powe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
203,Houston,From Orlando:  Lior Eliyahu,Orlando,From Houston:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
204,Indiana,From Portland:  James White,Portland,From Indiana:  Alexander Johnson Future 2nd Round Pick (TBA)  Future 2nd Round Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
205,LA Lakers,From Detroit:  Maurice Evans,Detroit,From LA Lakers:  Cheikh Samb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
206,Memphis,From Houston:  Rudy Gay,Houston,From Memphis:  Stromile Swift Shane Battier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
207,Memphis,From Portland:  Alexander Johnson,Portland,From Memphis:  Future 2nd Round Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
208,Milwaukee,From San Antonio:  Damir Markota,Phoenix,From Milwaukee:  Future 2nd Round Pick (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
209,Minnesota,From Portland:  Randy Foye,Portland,From Minnesota:  Brandon Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
210,Philadelphia,From Minnesota:  Bobby Jones,Minnesota,From Philadelphia:  Future 2nd ound Pick (TBA)  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
211,Philadelphia,From Toronto:  Edin Bavcic,Toronto,From Philadelphia:  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
212,Phoenix,From Boston:  Future 1st Round Pick (TBA),Boston,From Phoenix:  Brian Grant  Rajon Rondo  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
213,Phoenix,From Portland:  Cash Considerations,Portland,From Phoenix:  Sergio Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007
215,2007 Draft Day Trades  Trades between teams sent and recieved  Boston From Seattle:  Ray Allen  Glen Davis  Seattle From Boston:  Jeff Green  Delonte West  Wally Szczerbiak Charlotte  From Golden State:  Jason Richardson  Jermareo Davidson  Golden State From Charlotte:  Brandan Wright  Miami From Philadelphia:  Daequan Cook Cash Considerations  Philadelphia From Miami:  Jason Smith Phoenix  From Portland:  Cash Considerations Portland  From Phoenix:  Rudy Fernandez  Philadelphia  From Portland:  Derrick Byars  Cash Considerations  Portland  From Philadelphia:  Petteri Koponen  Houston From Seattle:  Carl Landry  Seattle From Houston:  Future 2nd Round Pick (TBA)  Cash Considerations  Philadelphia From Utah:  Herbert Hill  Future Draft Considerations  Utah From Philadelphia:  Kyrylo Fesenko Miami From Indiana:  Future 2nd Round Pick (2009)  Indiana From Miami:  Stanko Barac Orlando From Dallas:  Milovan Rakovic  Cash Considerations  Dallas From Orlando:  Reyshawn Terry New York From Portland:  Demetris Nichols  Zach Randolph  Fred Jones  Dan Dickau  Portland From New York:  Steve Francis  Channing Frye  Future 2nd Round Pick (2008) Orlando From Houston:  Cash Considerations  Houston From Orlando:  54th Pick in 2007 NBA Draft  Toronto From San Antonio:  Giorgos Printezis  San Antonio From Toronto:  Future 2nd ound Pick (2008),2007 Draft Day Trades  Trades between teams sent and recieved  Boston From Seattle:  Ray Allen  Glen Davis  Seattle From Boston:  Jeff Green  Delonte West  Wally Szczerbiak Charlotte  From Golden State:  Jason Richardson  Jermareo Davidson  Golden State From Charlotte:  Brandan Wright  Miami From Philadelphia:  Daequan Cook Cash Considerations  Philadelphia From Miami:  Jason Smith Phoenix  From Portland:  Cash Considerations Portland  From Phoenix:  Rudy Fernandez  Philadelphia  From Portland:  Derrick Byars  Cash Considerations  Portland  From Philadelphia:  Petteri Koponen  Houston From Seattle:  Carl Landry  Seattle From Houston:  Future 2nd Round Pick (TBA)  Cash Considerations  Philadelphia From Utah:  Herbert Hill  Future Draft Considerations  Utah From Philadelphia:  Kyrylo Fesenko Miami From Indiana:  Future 2nd Round Pick (2009)  Indiana From Miami:  Stanko Barac Orlando From Dallas:  Milovan Rakovic  Cash Considerations  Dallas From Orlando:  Reyshawn Terry New York From Portland:  Demetris Nichols  Zach Randolph  Fred Jones  Dan Dickau  Portland From New York:  Steve Francis  Channing Frye  Future 2nd Round Pick (2008) Orlando From Houston:  Cash Considerations  Houston From Orlando:  54th Pick in 2007 NBA Draft  Toronto From San Antonio:  Giorgos Printezis  San Antonio From Toronto:  Future 2nd ound Pick (2008),2007 Draft Day Trades,Trades between teams sent and recieved,Boston,From Seattle:  Ray Allen  Glen Davis,Seattle,From Boston:  Jeff Green  Delonte West  Wally Szczerbiak,Charlotte,From Golden State:  Jason Richardson  Jermareo Davidson,Golden State,From Charlotte:  Brandan Wright,Miami,From Philadelphia:  Daequan Cook Cash Considerations,Philadelphia,From Miami:  Jason Smith,Phoenix,From Portland:  Cash Considerations,Portland,From Phoenix:  Rudy Fernandez,Philadelphia,From Portland:  Derrick Byars  Cash Considerations,Portland,From Philadelphia:  Petteri Koponen,Houston,From Seattle:  Carl Landry,Seattle,From Houston:  Future 2nd Round Pick (TBA)  Cash Considerations,Philadelphia,From Utah:  Herbert Hill  Future Draft Considerations,Utah,From Philadelphia:  Kyrylo Fesenko,Miami,From Indiana:  Future 2nd Round Pick (2009),Indiana,From Miami:  Stanko Barac,Orlando,From Dallas:  Milovan Rakovic  Cash Considerations,Dallas,From Orlando:  Reyshawn Terry,New York,From Portland:  Demetris Nichols  Zach Randolph  Fred Jones  Dan Dickau,Portland,From New York:  Steve Francis  Channing Frye  Future 2nd Round Pick (2008),Orlando,From Houston:  Cash Considerations,Houston,From Orlando:  54th Pick in 2007 NBA Draft,Toronto,From San Antonio:  Giorgos Printezis,San Antonio,From Toronto:  Future 2nd ound Pick (2008),,,,,,,,,,,,,,,,,2007
216,2007 Draft Day Trades  Trades between teams sent and recieved  Boston From Seattle:  Ray Allen  Glen Davis  Seattle From Boston:  Jeff Green  Delonte West  Wally Szczerbiak Charlotte  From Golden State:  Jason Richardson  Jermareo Davidson  Golden State From Charlotte:  Brandan Wright  Miami From Philadelphia:  Daequan Cook Cash Considerations  Philadelphia From Miami:  Jason Smith Phoenix  From Portland:  Cash Considerations Portland  From Phoenix:  Rudy Fernandez  Philadelphia  From Portland:  Derrick Byars  Cash Considerations  Portland  From Philadelphia:  Petteri Koponen  Houston From Seattle:  Carl Landry  Seattle From Houston:  Future 2nd Round Pick (TBA)  Cash Considerations  Philadelphia From Utah:  Herbert Hill  Future Draft Considerations  Utah From Philadelphia:  Kyrylo Fesenko Miami From Indiana:  Future 2nd Round Pick (2009)  Indiana From Miami:  Stanko Barac Orlando From Dallas:  Milovan Rakovic  Cash Considerations  Dallas From Orlando:  Reyshawn Terry New York From Portland:  Demetris Nichols  Zach Randolph  Fred Jones  Dan Dickau  Portland From New York:  Steve Francis  Channing Frye  Future 2nd Round Pick (2008) Orlando From Houston:  Cash Considerations  Houston From Orlando:  54th Pick in 2007 NBA Draft  Toronto From San Antonio:  Giorgos Printezis  San Antonio From Toronto:  Future 2nd ound Pick (2008),2007 Draft Day Trades,Trades between teams sent and recieved,Boston,From Seattle:  Ray Allen  Glen Davis,Seattle,From Boston:  Jeff Green  Delonte West  Wally Szczerbiak,Charlotte,From Golden State:  Jason Richardson  Jermareo Davidson,Golden State,From Charlotte:  Brandan Wright,Miami,From Philadelphia:  Daequan Cook Cash Considerations,Philadelphia,From Miami:  Jason Smith,Phoenix,From Portland:  Cash Considerations,Portland,From Phoenix:  Rudy Fernandez,Philadelphia,From Portland:  Derrick Byars  Cash Considerations,Portland,From Philadelphia:  Petteri Koponen,Houston,From Seattle:  Carl Landry,Seattle,From Houston:  Future 2nd Round Pick (TBA)  Cash Considerations,Philadelphia,From Utah:  Herbert Hill  Future Draft Considerations,Utah,From Philadelphia:  Kyrylo Fesenko,Miami,From Indiana:  Future 2nd Round Pick (2009),Indiana,From Miami:  Stanko Barac,Orlando,From Dallas:  Milovan Rakovic  Cash Considerations,Dallas,From Orlando:  Reyshawn Terry,New York,From Portland:  Demetris Nichols  Zach Randolph  Fred Jones  Dan Dickau,Portland,From New York:  Steve Francis  Channing Frye  Future 2nd Round Pick (2008),Orlando,From Houston:  Cash Considerations,Houston,From Orlando:  54th Pick in 2007 NBA Draft,Toronto,From San Antonio:  Giorgos Printezis,San Antonio,From Toronto:  Future 2nd ound Pick (2008),,,,,,,,,,,,,,,,,,2007
